   TESTNO,               DATE,     RANK,   CODE,                                             TYPE,   LOAD,SPINDLE,  RFVcw,RFVcw1H,RFVcw2H,RFVcw3H,  LFVcw,LFVcw1H,LFVcw2H,LFVcw3H,  LFDcw,  RFVcc,RFVcc1H,RFVcc2H,RFVcc3H,  LFVcc,LFVcc1H,LFVcc2H,LFVcc3H,  LFDcc,    CON,    PLY,   RROt,   RROc, RROc1H,   RROb,   LROt, LROt1H,   LROb, LROb1H, BULGEt, BULGEb,  DENTt,  DENTb, DRRAvg,RFVcwRANK,RFVcw1HRANK,LFVcwRANK,LFVcw1HRANK,LFDcwRANK,RFVccRANK,RFVcc1HRANK,LFVccRANK,LFVcc1HRANK,LFDccRANK,CONRANK,PLYRANK,RROtRANK,RROcRANK,RROc1HRANK,RRObRANK,LROtRANK,LROt1HRANK,LRObRANK,LROb1HRANK,BULGEtRANK,BULGEbRANK,DENTtRANK,DENTbRANK,DRRAvgRank,CONTEST,LROtTEST,LRObTEST,RROcTEST,
    812,2018/06/28  05:09:12,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    9.1,    6.5,    0.9,    0.9,    1.6,    0.2,    0.8,    0.8,   15.1,    8.5,    5.8,    0.9,    1.1,    1.9,    0.6,    0.6,    0.9,  -15.3,   -0.1,   15.2,   0.00,   0.17,   0.04,   0.00,   0.00,   0.00,   0.62,   0.23,   0.00,   0.20,   0.00,   0.25, 325.81,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    813,2018/06/28  05:09:39,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    3.4,    1.0,    0.9,    0.4,    3.1,    2.1,    1.3,    0.2,   14.6,    4.6,    1.7,    1.1,    0.1,    2.3,    1.3,    0.7,    0.6,  -13.4,    0.6,   14.0,   0.00,   0.16,   0.15,   0.00,   0.00,   0.00,   0.37,   0.19,   0.00,   0.22,   0.00,   0.14, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    814,2018/06/28  05:10:06,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    6.7,    4.8,    1.3,    2.4,    2.0,    1.1,    1.0,    0.2,   14.8,    6.2,    4.3,    1.0,    2.2,    3.7,    3.0,    0.7,    0.5,  -14.7,    0.0,   14.8,   0.00,   0.19,   0.04,   0.00,   0.00,   0.00,   0.48,   0.19,   0.00,   0.20,   0.00,   0.21, 325.40,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    815,2018/06/28  05:10:33,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.5,    2.0,    2.0,    1.0,    1.3,    0.8,    0.3,    0.5,   14.6,    4.4,    1.6,    2.0,    0.8,    1.4,    0.9,    0.0,    0.5,  -14.7,    0.0,   14.7,   0.00,   0.23,   0.09,   0.00,   0.00,   0.00,   0.38,   0.29,   0.00,   0.12,   0.00,   0.05, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    816,2018/06/28  05:11:13,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    6.4,    5.0,    1.2,    0.3,    1.7,    1.3,    0.6,    0.1,   15.2,    5.3,    4.2,    0.7,    0.5,    2.3,    1.3,    1.0,    0.2,  -14.0,    0.6,   14.6,   0.00,   0.16,   0.13,   0.00,   0.00,   0.00,   0.42,   0.02,   0.00,   0.22,   0.00,   0.24, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    817,2018/06/28  05:11:40,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    6.2,    4.5,    1.2,    0.8,    2.3,    2.0,    0.4,    0.3,   15.5,    6.6,    5.2,    1.6,    0.7,    1.8,    0.4,    1.0,    0.3,  -15.0,    0.2,   15.3,   0.00,   0.16,   0.11,   0.00,   0.00,   0.00,   0.31,   0.13,   0.00,   0.09,   0.00,   0.07, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    818,2018/06/28  05:12:07,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.4,    1.5,    1.9,    0.5,    1.7,    1.2,    0.2,    0.4,   15.1,    5.0,    1.3,    1.7,    0.6,    1.5,    1.0,    0.3,    0.1,  -15.1,    0.0,   15.1,   0.00,   0.21,   0.10,   0.00,   0.00,   0.00,   0.40,   0.07,   0.00,   0.16,   0.00,   0.13, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    819,2018/06/28  05:12:34,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.3,    1.2,    1.8,    0.6,    3.3,    2.6,    0.4,    0.7,   14.3,    4.3,    1.0,    2.2,    0.4,    2.2,    1.6,    0.3,    0.3,  -15.6,   -0.6,   15.0,   0.00,   0.20,   0.05,   0.00,   0.00,   0.00,   0.60,   0.29,   0.00,   0.24,   0.00,   0.21, 325.60,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    820,2018/06/28  05:13:02,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.5,    2.2,    0.7,    0.6,    1.9,    1.3,    0.6,    0.3,   15.3,    5.2,    3.3,    1.0,    0.6,    2.0,    1.3,    0.8,    0.3,  -15.3,    0.0,   15.3,   0.00,   0.19,   0.09,   0.00,   0.00,   0.00,   0.52,   0.03,   0.00,   0.29,   0.00,   0.29, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    821,2018/06/28  05:13:28,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    9.0,    5.5,    1.9,    0.3,    1.6,    0.5,    0.7,    0.4,   15.2,    8.6,    5.2,    1.6,    0.4,    2.0,    0.7,    0.8,    1.1,  -16.1,   -0.4,   15.6,   0.00,   0.17,   0.11,   0.00,   0.00,   0.00,   0.37,   0.08,   0.00,   0.21,   0.00,   0.22, 325.19,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    822,2018/06/28  05:14:10,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     60,    7.4,    5.0,    0.5,    0.3,    2.2,    1.5,    0.8,    0.5,   15.5,    6.8,    4.6,    0.2,    0.3,    1.6,    0.4,    0.8,    0.6,  -13.7,    0.9,   14.6,   0.00,   0.29,   0.13,   0.00,   0.00,   0.00,   0.41,   0.24,   0.00,   0.20,   0.00,   0.18, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    823,2018/06/28  05:14:37,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.6,    3.3,    0.5,    0.3,    1.4,    0.2,    0.6,    0.5,   14.3,    4.9,    3.7,    0.5,    0.6,    1.5,    1.1,    0.7,    0.1,  -14.2,    0.1,   14.3,   0.00,   0.12,   0.02,   0.00,   0.00,   0.00,   0.32,   0.32,   0.00,   0.05,   0.00,   0.05, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    824,2018/06/28  05:15:04,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    6.6,    3.6,    0.7,    1.7,    2.2,    0.9,    1.0,    0.5,   15.3,    6.4,    3.7,    0.7,    1.3,    2.2,    0.8,    0.9,    0.3,  -16.3,   -0.5,   15.8,   0.00,   0.21,   0.09,   0.00,   0.00,   0.00,   0.27,   0.25,   0.00,   0.05,   0.00,   0.05, 325.50,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    825,2018/06/28  05:15:32,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  409.5,     59,    8.1,    3.9,    1.4,    2.1,    2.7,    1.5,    0.9,    0.3,   13.9,    7.9,    3.9,    1.7,    1.9,    3.1,    2.4,    1.0,    0.3,  -15.5,   -0.8,   14.7,   0.00,   0.19,   0.08,   0.00,   0.00,   0.00,   0.40,   0.19,   0.00,   0.21,   0.00,   0.20, 325.60,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    826,2018/06/28  05:16:07,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    4.8,    1.1,    1.7,    1.2,    2.4,    1.9,    0.1,    0.4,   15.1,    4.2,    1.8,    1.0,    1.1,    1.7,    0.5,    0.6,    0.2,  -15.7,   -0.3,   15.4,   0.00,   0.14,   0.02,   0.00,   0.00,   0.00,   0.50,   0.20,   0.00,   0.22,   0.00,   0.18, 325.29,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    827,2018/06/28  05:16:33,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    9.9,    8.0,    1.7,    0.4,    2.3,    1.4,    0.7,    0.9,   15.7,    8.2,    6.4,    1.6,    0.2,    1.4,    1.0,    0.3,    0.4,  -15.5,    0.1,   15.6,   0.00,   0.18,   0.09,   0.00,   0.00,   0.00,   0.47,   0.28,   0.00,   0.19,   0.00,   0.16, 325.50,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    828,2018/06/28  05:17:01,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,   10.3,    6.5,    2.8,    0.4,    1.8,    0.9,    0.2,    0.8,   14.3,    9.9,    6.1,    3.2,    0.6,    1.7,    1.0,    0.7,    0.4,  -14.7,   -0.2,   14.5,   0.00,   0.26,   0.18,   0.00,   0.00,   0.00,   0.22,   0.25,   0.00,   0.04,   0.00,   0.04, 325.60,      B,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    829,2018/06/28  05:17:28,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    5.8,    3.6,    0.8,    0.8,    1.4,    0.8,    0.5,    0.4,   13.7,    6.4,    4.2,    0.5,    0.9,    1.5,    1.1,    0.1,    0.3,  -16.7,   -1.5,   15.2,   0.00,   0.27,   0.14,   0.00,   0.00,   0.00,   0.34,   0.31,   0.00,   0.05,   0.00,   0.04, 325.60,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    830,2018/06/28  05:19:37,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    6.0,    4.7,    0.6,    0.5,    2.0,    0.2,    0.6,    1.1,   14.8,    5.7,    4.3,    0.1,    0.3,    2.3,    1.4,    0.9,    0.5,  -15.3,   -0.2,   15.0,   0.00,   0.25,   0.24,   0.00,   0.00,   0.00,   0.37,   0.43,   0.00,   0.04,   0.00,   0.06, 325.40,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    831,2018/06/28  05:20:01,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    4.8,    3.3,    0.8,    0.6,    3.4,    2.5,    0.8,    0.7,   14.8,    5.3,    3.6,    1.2,    0.5,    2.9,    1.8,    0.4,    0.6,  -14.5,    0.2,   14.6,   0.00,   0.16,   0.11,   0.00,   0.00,   0.00,   0.44,   0.16,   0.00,   0.22,   0.00,   0.22, 325.40,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    832,2018/06/28  05:20:28,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    6.3,    3.8,    1.2,    1.5,    2.3,    0.6,    0.9,    1.1,   14.9,    6.6,    3.9,    0.7,    1.8,    2.6,    0.9,    1.7,    0.6,  -15.1,   -0.1,   15.0,   0.00,   0.14,   0.07,   0.00,   0.00,   0.00,   0.32,   0.10,   0.00,   0.20,   0.00,   0.17, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    833,2018/06/28  05:20:55,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    5.1,    3.7,    1.0,    0.9,    1.2,    0.2,    0.6,    0.1,   14.3,    4.2,    2.9,    0.2,    1.1,    1.8,    0.5,    1.1,    0.1,  -15.1,   -0.4,   14.7,   0.00,   0.11,   0.06,   0.00,   0.00,   0.00,   0.47,   0.19,   0.00,   0.23,   0.00,   0.22, 325.60,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    834,2018/06/28  05:21:42,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    8.7,    3.7,    1.8,    2.3,    1.5,    1.0,    0.7,    0.4,   15.9,    7.0,    2.5,    1.3,    2.1,    2.9,    2.4,    0.2,    0.1,  -14.2,    0.8,   15.0,   0.00,   0.16,   0.11,   0.00,   0.00,   0.00,   0.24,   0.27,   0.00,   0.05,   0.00,   0.05, 325.60,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    835,2018/06/28  05:22:08,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    6.9,    1.7,    3.2,    1.0,    1.7,    0.8,    0.7,    0.4,   15.5,    6.4,    1.2,    3.2,    0.9,    1.3,    0.1,    0.8,    0.4,  -15.1,    0.2,   15.3,   0.00,   0.15,   0.06,   0.00,   0.00,   0.00,   0.47,   0.26,   0.00,   0.19,   0.00,   0.18, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    836,2018/06/28  05:42:47,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    7.1,    5.4,    0.8,    0.2,    2.3,    1.4,    0.6,    1.0,   14.8,    7.6,    6.1,    1.0,    0.5,    2.2,    0.8,    1.1,    0.6,  -16.0,   -0.6,   15.4,   0.00,   0.14,   0.04,   0.00,   0.00,   0.00,   0.38,   0.21,   0.00,   0.19,   0.00,   0.24, 325.40,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    837,2018/06/28  05:43:13,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.0,    1.2,    1.0,    1.3,    2.0,    0.8,    0.9,    0.9,   13.6,    5.4,    2.7,    0.7,    1.2,    2.0,    0.8,    1.2,    0.3,  -15.2,   -0.8,   14.4,   0.00,   0.23,   0.16,   0.00,   0.00,   0.00,   0.37,   0.08,   0.00,   0.25,   0.00,   0.21, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    838,2018/06/28  05:43:38,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    5.1,    3.4,    0.1,    1.5,    2.9,    1.0,    1.7,    0.2,   15.1,    4.7,    3.3,    0.3,    1.2,    3.3,    2.0,    1.2,    0.7,  -15.2,    0.0,   15.2,   0.00,   0.18,   0.02,   0.00,   0.00,   0.00,   0.38,   0.35,   0.00,   0.04,   0.00,   0.05, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    839,2018/06/28  05:44:06,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    6.0,    4.4,    0.4,    0.4,    1.7,    1.1,    0.3,    0.2,   16.1,    6.4,    5.0,    0.2,    0.1,    1.6,    0.8,    0.3,    0.6,  -14.6,    0.8,   15.4,   0.00,   0.14,   0.08,   0.00,   0.00,   0.00,   0.39,   0.06,   0.00,   0.21,   0.00,   0.18, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    840,2018/06/28  05:44:33,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    4.7,    0.5,    0.6,    1.1,    2.0,    1.1,    0.4,    0.4,   14.5,    4.4,    1.6,    0.7,    0.9,    2.5,    2.0,    0.1,    0.1,  -14.3,    0.1,   14.4,   0.00,   0.20,   0.04,   0.00,   0.00,   0.00,   0.27,   0.15,   0.00,   0.08,   0.00,   0.06, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    841,2018/06/28  05:45:00,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    6.7,    4.8,    0.9,    0.7,    1.4,    0.7,    0.6,    0.4,   15.0,    6.1,    4.7,    1.0,    0.7,    1.7,    1.4,    0.5,    0.3,  -15.8,   -0.4,   15.4,   0.00,   0.25,   0.09,   0.00,   0.00,   0.00,   0.30,   0.33,   0.00,   0.06,   0.00,   0.04, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    842,2018/06/28  05:45:41,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  409.5,     59,    7.8,    4.4,    2.4,    2.0,    1.1,    0.6,    0.3,    0.0,   12.7,    7.8,    4.9,    2.1,    1.9,    2.3,    1.4,    0.7,    0.3,  -15.1,   -1.2,   13.9,   0.00,   0.13,   0.06,   0.00,   0.00,   0.00,   0.47,   0.16,   0.00,   0.19,   0.00,   0.23, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
